IdentifiantImmeuble;CodeVoieRivoliImmeuble;CodeInseeImmeuble;CodePostalImmeuble;CommuneImmeuble;CodeAdresseImmeuble;TypeVoieImmeuble;NomVoieImmeuble;NumeroVoieImmeuble;ComplementNumeroVoieImmeuble;BatimentImmeuble;NombreLogementsAdresseIPE;EtatImmeuble;DateSignatureConvention;GestionnaireImmeuble;CodePostalGestionnaire;CommuneGestionnaire;TypeVoieGestionnaire;NomVoieGestionnaire;NumeroVoieGestionnaire;ComplementNumeroVoieGestionnaire;CodeAdresseGestionnaire;SiretGestionnaire;DateCablageAdresse;DateDerniereModification;ReferencePM;TypeIngenierie;FibreDedieeLibre;TypeImmeuble;TypeProjectionGeographique;CoordonneeImmeubleX;CoordonneeImmeubleY;AccordGestionnaireImmeubleNecessaire;TypeZone;DateMiseEnServiceCommercialeImmeuble;ImmeubleNeuf;DatePrevLivraisonImmeubleNeuf;CodeHexacleVoie;DateDebutAcceptationCmdAcces;DateDebutFournitureCRCmdAcces;ReferencePBO;DateMADPBO;NombrelogementsPBO;TypePBO;TypeRaccoPBPTO;ConditionsSyndic
IMB/01004/X/01JU;0465;01004;01500;Ambérieu-en-Bugey;0100422BXU;Rue;des Mouettes;110;;;43;SIGNE;20171109;ASL LES ACACIAS;01500;Ambérieu-en-Bugey;Rue;des Mouettes;110;;;;;201601080000;FI-01004-000A;MonofibreZMD;;IMMEUBLE;RGF93;880650.28;6542901.88;O;3;;;;010042224Y;;;;;;;;
IMB/01004/X/01JV;0465;01004;01500;Ambérieu-en-Bugey;0100422CC9;Rue;des Mouettes;169;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000A;MonofibreZMD;;PAVILLON;RGF93;880643.43;6542802.03;N;3;;;;010042224Y;;;;;;;;
IMB/01004/X/01JW;0465;01004;01500;Ambérieu-en-Bugey;01004224VZ;Rue;des Mouettes;232;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000A;MonofibreZMD;;PAVILLON;RGF93;880608.56;6542814.32;N;3;;;;010042224Y;;;;;;;;
IMB/01004/X/01JX;0465;01004;01500;Ambérieu-en-Bugey;01004224X3;Rue;des Mouettes;268;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000A;MonofibreZMD;;PAVILLON;RGF93;880532.22;6542766.01;N;3;;;;010042224Y;;;;;;;;
IMB/01004/X/01JY;0465;01004;01500;Ambérieu-en-Bugey;01004224X2;Rue;des Mouettes;268;;;4;CIBLE;;RAA INCONNU 01;69003;Lyon 03;Rue;du Dauphiné;8;;;;;201601080000;FI-01004-000A;MonofibreZMD;;IMMEUBLE;RGF93;880555.39;6542788.79;O;3;;;;010042224Y;;;;;;;;
IMB/01004/X/01JZ;0465;01004;01500;Ambérieu-en-Bugey;0100422BEU;Rue;des Mouettes;315;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000A;MonofibreZMD;;PAVILLON;RGF93;880612.59;6542701.38;N;3;;;;010042224Y;;;;;;;;
IMB/01004/X/01K0;0465;01004;01500;Ambérieu-en-Bugey;01004224X4;Rue;des Mouettes;389;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000A;MonofibreZMD;;PAVILLON;RGF93;880551.34;6542665.93;N;3;;;;010042224Y;;;;;;;;
IMB/01004/X/01K1;0465;01004;01500;Ambérieu-en-Bugey;01004224X6;Rue;des Mouettes;392;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000A;MonofibreZMD;;PAVILLON;RGF93;880500.41;6542669.37;N;3;;;;010042224Y;;;;;;;;
IMB/01004/X/01K2;0465;01004;01500;Ambérieu-en-Bugey;;Rue;des Mouettes;577;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000A;MonofibreZMD;;PAVILLON;RGF93;880522.85;6542722.13;N;3;;;;010042224Y;;;;;;;;
IMB/01004/X/01K5;0485;01004;01500;Ambérieu-en-Bugey;0100422BTT;Rue;des Perouses;6;;;6;DEPLOYE;20160930;AMBERIEU HABITAT;01500;Ambérieu-en-Bugey;Rue;Alexandre Bérard;0;;;;20161202;201612020000;FI-01004-0006;MonofibreZMD;;IMMEUBLE;RGF93;881839.47;6542575.96;O;3;20170101;;;0100422236;20161217;20161217;PT 000178;20161202;6;PBO intérieur;;
IMB/01004/X/01K6;0485;01004;01500;Ambérieu-en-Bugey;0100422BUB;Rue;des Perouses;7;;;6;DEPLOYE;20160930;AMBERIEU HABITAT;01500;Ambérieu-en-Bugey;Rue;Alexandre Bérard;0;;;;20161202;201612020000;FI-01004-0006;MonofibreZMD;;IMMEUBLE;RGF93;881830.69;6542601.02;O;3;20170101;;;0100422236;20161217;20161217;;20161202;6;;;
IMB/01004/X/01K7;0485;01004;01500;Ambérieu-en-Bugey;0100422BU4;Rue;des Perouses;8;;;6;DEPLOYE;20160930;AMBERIEU HABITAT;01500;Ambérieu-en-Bugey;Rue;Alexandre Bérard;0;;;;20161202;201612020000;FI-01004-0006;MonofibreZMD;;IMMEUBLE;RGF93;881846.28;6542554.92;O;3;20170101;;;0100422236;20161217;20161217;PT 000180;20161202;6;PBO intérieur;;
IMB/01004/X/01K8;0485;01004;01500;Ambérieu-en-Bugey;0100422BUI;Rue;des Perouses;9;;;5;DEPLOYE;20160930;AMBERIEU HABITAT;01500;Ambérieu-en-Bugey;Rue;Alexandre Bérard;0;;;;20161202;201612020000;FI-01004-0006;MonofibreZMD;;IMMEUBLE;RGF93;881821.88;6542622.07;O;3;20170101;;;0100422236;20161217;20161217;;20161202;5;;;
IMB/01004/X/01K9;0485;01004;01500;Ambérieu-en-Bugey;0100422BTY;Rue;des Perouses;10;;;6;DEPLOYE;20160930;AMBERIEU HABITAT;01500;Ambérieu-en-Bugey;Rue;Alexandre Bérard;0;;;;20161202;201612020000;FI-01004-0006;MonofibreZMD;;IMMEUBLE;RGF93;881868.33;6542562.73;O;3;20170101;;;0100422236;20161217;20161217;;20161202;6;;;
IMB/01004/X/01KA;0485;01004;01500;Ambérieu-en-Bugey;0100422BUL;Rue;des Perouses;11;;;6;DEPLOYE;20160930;AMBERIEU HABITAT;01500;Ambérieu-en-Bugey;Rue;Alexandre Bérard;0;;;;20161202;201612020000;FI-01004-0006;MonofibreZMD;;IMMEUBLE;RGF93;881844.91;6542628.87;O;3;20170101;;;0100422236;20161217;20161217;PT 000183;20161202;6;PBO intérieur;;
IMB/01004/X/01KB;0485;01004;01500;Ambérieu-en-Bugey;0100422BUH;Rue;des Perouses;12;;;6;DEPLOYE;20160930;AMBERIEU HABITAT;01500;Ambérieu-en-Bugey;Rue;Alexandre Bérard;0;;;;20161202;201612020000;FI-01004-0006;MonofibreZMD;;IMMEUBLE;RGF93;881861.51;6542582.77;O;3;20170101;;;0100422236;20161217;20161217;;20161202;6;;;
IMB/01004/X/01KC;0485;01004;01500;Ambérieu-en-Bugey;0100422BTP;Rue;des Perouses;13;;;6;DEPLOYE;20160930;AMBERIEU HABITAT;01500;Ambérieu-en-Bugey;Rue;Alexandre Bérard;0;;;;20161202;201612020000;FI-01004-0006;MonofibreZMD;;IMMEUBLE;RGF93;881852.74;6542608.82;O;3;20170101;;;0100422236;20161217;20161217;PT 000185;20161202;6;PBO intérieur;;
IMB/01004/X/01KD;0485;01004;01500;Ambérieu-en-Bugey;0100422BTM;Rue;des Perouses;14;;;6;DEPLOYE;20160930;AMBERIEU HABITAT;01500;Ambérieu-en-Bugey;Rue;Alexandre Bérard;0;;;;20161202;201612020000;FI-01004-0006;MonofibreZMD;;IMMEUBLE;RGF93;881913.61;6542600.31;O;3;20170101;;;0100422236;20161217;20161217;PT 000186;20161202;6;PBO intérieur;;
IMB/01004/X/01KE;0485;01004;01500;Ambérieu-en-Bugey;0100422BTV;Rue;des Perouses;15;;;6;DEPLOYE;20160930;AMBERIEU HABITAT;01500;Ambérieu-en-Bugey;Rue;Alexandre Bérard;0;;;;20161202;201612020000;FI-01004-0006;MonofibreZMD;;IMMEUBLE;RGF93;881900.87;6542629.39;O;3;20170101;;;0100422236;20161217;20161217;PT 000187;20161202;6;PBO intérieur;;
IMB/01004/X/01KF;0485;01004;01500;Ambérieu-en-Bugey;0100422BUN;Rue;des Perouses;16;;;6;DEPLOYE;20160930;AMBERIEU HABITAT;01500;Ambérieu-en-Bugey;Rue;Alexandre Bérard;0;;;;20161202;201612020000;FI-01004-0006;MonofibreZMD;;IMMEUBLE;RGF93;881923.43;6542580.24;O;3;20170101;;;0100422236;20161217;20161217;;20161202;6;;;
IMB/01004/X/01KG;0485;01004;01500;Ambérieu-en-Bugey;0100422BTR;Rue;des Perouses;17;;;6;DEPLOYE;20160930;AMBERIEU HABITAT;01500;Ambérieu-en-Bugey;Rue;Alexandre Bérard;0;;;;20161202;201612020000;FI-01004-0006;MonofibreZMD;;IMMEUBLE;RGF93;881891.05;6542649.46;O;3;20170101;;;0100422236;20161217;20161217;;20161202;6;;;
IMB/01004/X/01KH;0485;01004;01500;Ambérieu-en-Bugey;01004229PE;Rue;des Perouses;23;;;45;DEPLOYE;20160930;AMBERIEU HABITAT;01500;Ambérieu-en-Bugey;Rue;Alexandre Bérard;0;;;;20161117;201611170000;FI-01004-0006;MonofibreZMD;;IMMEUBLE;RGF93;881953.35;6542689.89;O;3;20161217;;;0100422236;20161202;20161202;||||PT 000159|PT 000160|PT 000161;20161117|20161117|20161117|20161117|20161117|20161117|20161117;7|7|7|7|7|7|7;PBO intérieur;;
IMB/01004/X/01KI;0485;01004;01500;Ambérieu-en-Bugey;0100422BZ4;Rue;des Perouses;24;;;1;CIBLE;;;;;;;;;;;;201711100000;FI-01004-0002;MonofibreZMD;;PAVILLON;RGF93;881970.69;6542614.80;N;3;;;;0100422236;;;;;;;aérien;
IMB/01004/X/01KN;0520;01004;01500;Ambérieu-en-Bugey;01004222VA;Rue;des Plattes;3;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000G;MonofibreZMD;;PAVILLON;RGF93;882759.66;6542574.07;N;3;;;;010042224Z;;;;;;;;
IMB/01004/X/01KO;0520;01004;01500;Ambérieu-en-Bugey;01004222VB;Rue;des Plattes;4;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000G;MonofibreZMD;;PAVILLON;RGF93;882771.56;6542563.98;N;3;;;;010042224Z;;;;;;;;
IMB/01004/X/01KP;0520;01004;01500;Ambérieu-en-Bugey;01004222VC;Rue;des Plattes;5;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000G;MonofibreZMD;;PAVILLON;RGF93;882763.71;6542580.03;N;3;;;;010042224Z;;;;;;;;
IMB/01004/X/01KQ;0520;01004;01500;Ambérieu-en-Bugey;0100422A3B;Rue;des Plattes;6;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000G;MonofibreZMD;;PAVILLON;RGF93;882775.60;6542567.94;N;3;;;;010042224Z;;;;;;;;
IMB/01004/X/01KR;0520;01004;01500;Ambérieu-en-Bugey;01004222VG;Rue;des Plattes;7;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000G;MonofibreZMD;;PAVILLON;RGF93;882760.80;6542590.05;N;3;;;;010042224Z;;;;;;;;
IMB/01004/X/01LZ;581A;01004;01500;Ambérieu-en-Bugey;;Place;des Sports;0;;;1;CIBLE;;;;;;;;;;;;201708280000;FI-01004-0008;MonofibreZMD;;PAVILLON;RGF93;881280.47;6542753.60;N;3;;;;0100422BNG;;;;;;;souterrain;
IMB/01004/X/01M0;A063;01004;01500;Ambérieu-en-Bugey;01004227C7;Rue;des Terres de Gy;6;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000H;MonofibreZMD;;PAVILLON;RGF93;883042.31;6541628.46;N;3;;;;010042229H;;;;;;;;
IMB/01004/X/01M1;A063;01004;01500;Ambérieu-en-Bugey;01004227C9;Rue;des Terres de Gy;7;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000H;MonofibreZMD;;PAVILLON;RGF93;883083.17;6541616.12;N;3;;;;010042229H;;;;;;;;
IMB/01004/X/01M2;A063;01004;01500;Ambérieu-en-Bugey;01004227CA;Rue;des Terres de Gy;11;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000H;MonofibreZMD;;PAVILLON;RGF93;883133.89;6541588.70;N;3;;;;010042229H;;;;;;;;
IMB/01004/X/01M3;A063;01004;01500;Ambérieu-en-Bugey;0100422BSG;Rue;des Terres de Gy;13;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000O;MonofibreZMD;;PAVILLON;RGF93;883231.27;6541526.92;N;3;;;;010042229H;;;;;;;;
IMB/01004/X/01M4;A063;01004;01500;Ambérieu-en-Bugey;01004229CA;Rue;des Terres de Gy;25;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000O;MonofibreZMD;;PAVILLON;RGF93;883260.39;6541543.66;N;3;;;;010042229H;;;;;;;;
IMB/01004/X/01M5;A063;01004;01500;Ambérieu-en-Bugey;0100422BRT;Rue;des Terres de Gy;26;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000O;MonofibreZMD;;PAVILLON;RGF93;883256.02;6541499.73;N;3;;;;010042229H;;;;;;;;
IMB/01004/X/01M6;A063;01004;01500;Ambérieu-en-Bugey;01004229CB;Rue;des Terres de Gy;27;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000O;MonofibreZMD;;PAVILLON;RGF93;883244.95;6541490.84;N;3;;;;010042229H;;;;;;;;
IMB/01004/X/01M7;A063;01004;01500;Ambérieu-en-Bugey;0100422BRA;Rue;des Terres de Gy;28;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000O;MonofibreZMD;;PAVILLON;RGF93;883267.07;6541506.63;N;3;;;;010042229H;;;;;;;;
IMB/01004/X/01M8;A063;01004;01500;Ambérieu-en-Bugey;01004229TT;Rue;des Terres de Gy;30;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000O;MonofibreZMD;;PAVILLON;RGF93;883279.11;6541512.52;N;3;;;;010042229H;;;;;;;;
IMB/01004/X/01MA;A609;01004;01500;Ambérieu-en-Bugey;01004222HG;Allée;des Vendangeurs;8;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000I;MonofibreZMD;;PAVILLON;RGF93;882873.76;6542829.87;N;3;;;;010042222A;;;;;;;;
IMB/01004/X/01MB;A609;01004;01500;Ambérieu-en-Bugey;01004222HH;Allée;des Vendangeurs;22;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000I;MonofibreZMD;;PAVILLON;RGF93;882874.63;6542814.88;N;3;;;;010042222A;;;;;;;;
IMB/01004/X/01MD;A609;01004;01500;Ambérieu-en-Bugey;01004222HI;Allée;des Vendangeurs;31;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000I;MonofibreZMD;;PAVILLON;RGF93;882901.66;6542821.64;N;3;;;;010042222A;;;;;;;;
IMB/01004/X/01ME;A609;01004;01500;Ambérieu-en-Bugey;01004222HL;Allée;des Vendangeurs;48;;;3;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000I;MonofibreZMD;;IMMEUBLE;RGF93;882881.43;6542792.84;N;3;;;;010042222A;;;;;;;;
IMB/01004/X/01MF;A609;01004;01500;Ambérieu-en-Bugey;01004222HM;Allée;des Vendangeurs;51;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000I;MonofibreZMD;;PAVILLON;RGF93;882919.53;6542807.50;N;3;;;;010042222A;;;;;;;;
IMB/01004/X/01MG;A609;01004;01500;Ambérieu-en-Bugey;01004222HN;Allée;des Vendangeurs;64;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000I;MonofibreZMD;;PAVILLON;RGF93;882891.24;6542770.77;N;3;;;;010042222A;;;;;;;;
IMB/01004/X/01MH;A609;01004;01500;Ambérieu-en-Bugey;01004222HP;Allée;des Vendangeurs;65;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000I;MonofibreZMD;;PAVILLON;RGF93;882927.28;6542779.46;N;3;;;;010042222A;;;;;;;;
IMB/01004/X/01MI;A609;01004;01500;Ambérieu-en-Bugey;01004222HR;Allée;des Vendangeurs;80;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000I;MonofibreZMD;;PAVILLON;RGF93;882912.09;6542755.61;N;3;;;;010042222A;;;;;;;;
IMB/01004/X/01MJ;530A;01004;01500;Ambérieu-en-Bugey;01004229YP;Rue;des Vergers;1;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000H;MonofibreZMD;;PAVILLON;RGF93;882760.55;6541978.57;N;3;;;;01004229NS;;;;;;;;
IMB/01004/X/01MK;530A;01004;01500;Ambérieu-en-Bugey;01004229ZH;Rue;des Vergers;2;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000H;MonofibreZMD;;PAVILLON;RGF93;882733.75;6541998.79;N;3;;;;01004229NS;;;;;;;;
IMB/01004/X/01ML;530A;01004;01500;Ambérieu-en-Bugey;0100422AIX;Rue;des Vergers;3;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000H;MonofibreZMD;;PAVILLON;RGF93;882778.65;6541991.41;N;3;;;;01004229NS;;;;;;;;
IMB/01004/X/01MM;530A;01004;01500;Ambérieu-en-Bugey;0100422AIY;Rue;des Vergers;4;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000H;MonofibreZMD;;PAVILLON;RGF93;882746.98;6542027.65;N;3;;;;01004229NS;;;;;;;;
IMB/01004/X/01MN;530A;01004;01500;Ambérieu-en-Bugey;01004229XU;Rue;des Vergers;5;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000H;MonofibreZMD;;PAVILLON;RGF93;882798.74;6542004.22;N;3;;;;01004229NS;;;;;;;;
IMB/01004/X/01MO;530A;01004;01500;Ambérieu-en-Bugey;0100422AIZ;Rue;des Vergers;6;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000H;MonofibreZMD;;PAVILLON;RGF93;882764.11;6542043.49;N;3;;;;01004229NS;;;;;;;;
IMB/01004/X/01MP;530A;01004;01500;Ambérieu-en-Bugey;01004229ZI;Rue;des Vergers;7;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000H;MonofibreZMD;;PAVILLON;RGF93;882814.92;6542027.06;N;3;;;;01004229NS;;;;;;;;
IMB/01004/X/01MQ;530A;01004;01500;Ambérieu-en-Bugey;0100422AL2;Rue;des Vergers;8;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000H;MonofibreZMD;;PAVILLON;RGF93;882788.20;6542057.27;N;3;;;;01004229NS;;;;;;;;
IMB/01004/X/01MR;530A;01004;01500;Ambérieu-en-Bugey;0100422AGL;Rue;des Vergers;9;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000H;MonofibreZMD;;PAVILLON;RGF93;882827.77;6542010.97;N;3;;;;01004229NS;;;;;;;;
IMB/01004/X/01MS;530A;01004;01500;Ambérieu-en-Bugey;0100422AL3;Rue;des Vergers;10;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000H;MonofibreZMD;;PAVILLON;RGF93;882805.32;6542073.11;N;3;;;;01004229NS;;;;;;;;
IMB/01004/X/01MT;530A;01004;01500;Ambérieu-en-Bugey;01004229YH;Rue;des Vergers;11;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000H;MonofibreZMD;;PAVILLON;RGF93;882841.07;6542046.82;N;3;;;;01004229NS;;;;;;;;
IMB/01004/X/01MU;530A;01004;01500;Ambérieu-en-Bugey;0100422A36;Rue;des Vergers;12;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000H;MonofibreZMD;;PAVILLON;RGF93;882832.51;6542097.85;N;3;;;;01004229NS;;;;;;;;
IMB/01004/X/01MV;530A;01004;01500;Ambérieu-en-Bugey;0100422AH4;Rue;des Vergers;13;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000H;MonofibreZMD;;PAVILLON;RGF93;882857.90;6542028.69;N;3;;;;01004229NS;;;;;;;;
IMB/01004/X/01MW;530A;01004;01500;Ambérieu-en-Bugey;0100422AL4;Rue;des Vergers;14;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000H;MonofibreZMD;;PAVILLON;RGF93;882847.65;6542114.71;N;3;;;;01004229NS;;;;;;;;
IMB/01004/X/01MX;530A;01004;01500;Ambérieu-en-Bugey;0100422AIB;Rue;des Vergers;15;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000H;MonofibreZMD;;PAVILLON;RGF93;882879.01;6542043.50;N;3;;;;01004229NS;;;;;;;;
IMB/01004/X/01MY;530A;01004;01500;Ambérieu-en-Bugey;01004229YI;Rue;des Vergers;16;;;2;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000H;MonofibreZMD;;PAVILLON;RGF93;882869.76;6542130.51;N;3;;;;01004229NS;;;;;;;;
IMB/01004/X/01MZ;530A;01004;01500;Ambérieu-en-Bugey;0100422AL6;Rue;des Vergers;17;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000H;MonofibreZMD;;PAVILLON;RGF93;882867.20;6542064.58;N;3;;;;01004229NS;;;;;;;;
IMB/01004/X/01N0;530A;01004;01500;Ambérieu-en-Bugey;01004229ZX;Rue;des Vergers;18;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000H;MonofibreZMD;;PAVILLON;RGF93;882862.42;6542089.60;N;3;;;;01004229NS;;;;;;;;
IMB/01004/X/01N2;825A;01004;01500;Ambérieu-en-Bugey;010042272V;Rue;des Vignes;40;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000M;MonofibreZMD;;PAVILLON;RGF93;882773.57;6542914.66;N;3;;;;01004222AB;;;;;;;;
IMB/01004/X/01N3;825A;01004;01500;Ambérieu-en-Bugey;0100422AZG;Rue;des Vignes;54;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000M;MonofibreZMD;;PAVILLON;RGF93;882767.59;6542916.71;N;3;;;;01004222AB;;;;;;;;
IMB/01004/X/01N4;825A;01004;01500;Ambérieu-en-Bugey;010042272X;Rue;des Vignes;60;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000M;MonofibreZMD;;PAVILLON;RGF93;882768.68;6542926.69;N;3;;;;01004222AB;;;;;;;;
IMB/01004/X/01N5;825A;01004;01500;Ambérieu-en-Bugey;010042272Y;Rue;des Vignes;78;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000M;MonofibreZMD;;PAVILLON;RGF93;882763.86;6542947.71;N;3;;;;01004222AB;;;;;;;;
IMB/01004/X/01N6;825A;01004;01500;Ambérieu-en-Bugey;010042272Z;Rue;des Vignes;98;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000M;MonofibreZMD;;PAVILLON;RGF93;882760.99;6542962.73;N;3;;;;01004222AB;;;;;;;;
IMB/01004/X/01N7;825A;01004;01500;Ambérieu-en-Bugey;0100422C9T;Rue;des Vignes;111;A;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000M;MonofibreZMD;;PAVILLON;RGF93;882735.46;6543014.90;N;3;;;;01004222AB;;;;;;;;
IMB/01004/X/01N8;825A;01004;01500;Ambérieu-en-Bugey;0100422C9Y;Rue;des Vignes;111;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000M;MonofibreZMD;;PAVILLON;RGF93;882723.76;6543047.97;N;3;;;;01004222AB;;;;;;;;
IMB/01004/X/01N9;825A;01004;01500;Ambérieu-en-Bugey;;Rue;des Vignes;111;;;28;CIBLE;;;;;;;;;;;;201612240000;FI-01004-000M;MonofibreZMD;;IMMEUBLE;RGF93;882728.62;6543031.94;N;3;;;;01004222AB;;;;;;;;
IMB/01004/X/01NA;825A;01004;01500;Ambérieu-en-Bugey;01004229B6;Rue;des Vignes;155;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000M;MonofibreZMD;;PAVILLON;RGF93;882751.77;6543052.73;N;3;;;;01004222AB;;;;;;;;
IMB/01004/X/01NB;825A;01004;01500;Ambérieu-en-Bugey;0100422732;Rue;des Vignes;157;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000M;MonofibreZMD;;PAVILLON;RGF93;882762.59;6543032.65;N;3;;;;01004222AB;;;;;;;;
IMB/01004/X/01NC;825A;01004;01500;Ambérieu-en-Bugey;0100422733;Rue;des Vignes;202;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000M;MonofibreZMD;;PAVILLON;RGF93;882778.22;6542990.55;N;3;;;;01004222AB;;;;;;;;
IMB/01004/X/01ND;825A;01004;01500;Ambérieu-en-Bugey;0100422734;Rue;des Vignes;204;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000M;MonofibreZMD;;PAVILLON;RGF93;882785.09;6542976.51;N;3;;;;01004222AB;;;;;;;;
IMB/01004/X/01NE;825A;01004;01500;Ambérieu-en-Bugey;0100422736;Rue;des Vignes;242;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000M;MonofibreZMD;;PAVILLON;RGF93;882794.90;6542955.44;N;3;;;;01004222AB;;;;;;;;
IMB/01004/X/01NF;825A;01004;01500;Ambérieu-en-Bugey;0100422737;Rue;des Vignes;244;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000M;MonofibreZMD;;PAVILLON;RGF93;882798.77;6542940.42;N;3;;;;01004222AB;;;;;;;;
IMB/01004/X/01NG;825A;01004;01500;Ambérieu-en-Bugey;0100422739;Rue;des Vignes;279;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000M;MonofibreZMD;;PAVILLON;RGF93;882857.72;6542939.92;N;3;;;;01004222AB;;;;;;;;
IMB/01004/X/01NH;825A;01004;01500;Ambérieu-en-Bugey;010042273A;Rue;des Vignes;293;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000M;MonofibreZMD;;PAVILLON;RGF93;882862.54;6542919.89;N;3;;;;01004222AB;;;;;;;;
IMB/01004/X/01NI;825A;01004;01500;Ambérieu-en-Bugey;010042273B;Rue;des Vignes;307;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000M;MonofibreZMD;;PAVILLON;RGF93;882863.38;6542901.90;N;3;;;;01004222AB;;;;;;;;
IMB/01004/X/01NJ;825A;01004;01500;Ambérieu-en-Bugey;010042273C;Rue;des Vignes;314;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000M;MonofibreZMD;;PAVILLON;RGF93;882844.36;6542897.07;N;3;;;;01004222AB;;;;;;;;
IMB/01004/X/01NK;825A;01004;01500;Ambérieu-en-Bugey;01004229B7;Rue;des Vignes;316;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000M;MonofibreZMD;;PAVILLON;RGF93;882847.29;6542889.05;N;3;;;;01004222AB;;;;;;;;
IMB/01004/X/01NL;825A;01004;01500;Ambérieu-en-Bugey;010042273G;Rue;des Vignes;343;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000I;MonofibreZMD;;PAVILLON;RGF93;882885.12;6542873.74;N;3;;;;01004222AB;;;;;;;;
IMB/01004/X/01NM;825A;01004;01500;Ambérieu-en-Bugey;010042273H;Rue;des Vignes;344;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000I;MonofibreZMD;;PAVILLON;RGF93;882856.96;6542852.00;N;3;;;;01004222AB;;;;;;;;
IMB/01004/X/01NN;825A;01004;01500;Ambérieu-en-Bugey;010042273I;Rue;des Vignes;369;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000I;MonofibreZMD;;PAVILLON;RGF93;882911.95;6542856.52;N;3;;;;01004222AB;;;;;;;;
